ID	Name	Geolocatiion_latitude	Geolocatiion_longitude	Ownership	AddressNum	Street	City	State	Zipcode	YearMonumentalized	YearBuilt	Category	Type	Status	Gender	Ethnicity	Controversy	Vandalized	Comments	Source	ImageFileName	Copyright
408	Harriet Tubman House Site	-71.0780431	42.3450309										Women's Heritage Trail						"The Harriet Tubman Crusaders, an African American branch of the Women‚Äôs Christian Temperance Union in Boston, created the first Harriet Tubman House in 1904 as a residence for African American women who were excluded from the city‚Äôs college dormitories and respectable rooming houses. The Crusaders rented a brownstone on Holyoke Street until 1909 when member Julia O. Henson donated her own townhouse at 25 Holyoke Street as a permanent headquarters for the organization‚Äôs expanding programs. Harriet Tubman visited Boston several times in the late nineteenth and early twentieth centuries, often staying with Julia Henson at this site. In 1960, the Harriet Tubman House merged with other settlement houses in the area to form the United South End Settlements (USES) and in 1976 USES erected a modern building at the corner of Columbus and Massachusetts Avenues."			
409	Harriet Tubman Square Statues: Emancipation by Meta Vaux Warrick Fuller and Step on Board by Fern Cunningham	-71.077958	42.3434753										Women's Heritage Trail						"Dedicated at a community-wide celebration on June 20, 1999, these two powerful statues by African American women sculptors stand as a testament to the African American drive for freedom. Although Meta Vaux Warrick Fuller (1877-1968) completed Emancipation in 1913 on the fiftieth anniversary of the Emancipation Proclamation, it was not cast in bronze until it was selected to be placed at Harriet Tubman Square. Instead of showing the paternalism of a white president freeing enslaved people, Fuller presented the freedman and freedwoman as active agents moving out of slavery into the world. Fuller was a community activist herself in addition to being a sculptor. She married Solomon Carter Fuller, America‚Äôs first African American psychiatrist in 1909.<br>In Step on Board, Boston-based Fern Cunningham shows both the power and compassion of Harriet Tubman (1822-1913), the most famous ‚Äúconductor‚Äù on the Underground Railroad. Among Cunningham‚Äôs other public sculptures in Boston are Earth Challengers at the Joseph Lee School in Dorchester and Sentinel in the Forest Hills Cemetery."			
13	Harrison Loring House Exterior & landscape elements (Parcel 3925)	-71.033141	42.33563	John D. Dilorati	789	East Broadway	south boston	MA	2127		1865	Building	Local	Original Location						https://www.cityofboston.gov/images_documents/%2353%20Harrison%20Loring%20Estate%20Study%20Report_tcm3-41249.pdf		
14	Harvard Medical School	-71.104087	42.335568		689	Huntington Avenue	Fenway	MA				Building										
76	Hayden Building	-71.06294	42.351448		681	Washington Street	Boston	MA		11/30/77		Building								http://bit.ly/1oJsBII		
443	"Hayden House, Ellen and William Craft"	-71.069065	42.3601932										Women's Heritage Trail						"This station on the Underground Railroad was a destination for many fugitive slaves, including Ellen Craft (1826-97) and her husband, William. In 1848 she disguised herself as her master, bandaged as if ill, and tended to by her husband as if he were the slave. They escaped from Georgia by taking the train and steamer to Boston. After two years in Boston where they were active in the anti-slavery cause, they sailed to England, staying until after the Civil War because the new Fugitive Slave Law endangered their lives. Harriet Hayden (ca. 1816-93) and her husband, Lewis Hayden, both born slaves, owned this house for more than forty years. They worked with Underground Railroad ‚Äúconductor‚Äù Harriet Tubman (ca. 1820-1913), known as the ‚ÄúMoses of her People,‚Äù in moving slaves to safe havens . Harriet Hayden bequeathed a scholarship for ‚Äúneedy and worthy colored students‚Äù at Harvard Medical School."			
432	Hepzibah Clarke Swan and Julia Ward Howe	-71.066839	42.3578186										Women's Heritage Trail						"13-17 Chestnut Street - Designed by Charles Bulfinch ca. 1806, this house represents the lives of two notable Boston women: Hepzibah Clarke Swan (1757-1825) and Julia Ward Howe (1819-1910). Swan was one of the five original members of the Mount Vernon proprietors whose goal was to transform Beacon Hill into a fashionable neighborhood. She built the three row houses at numbers 13, 15, 17 for her daughters and another for herself at number 16. Her collection of French furnishings is now in the Boston Museum of Fine Arts, as are several of the family portraits she commissioned Gilbert Stuart to paint.<br>Julia Ward HoweJulia Ward Howe, who is best known as the author of The Battle Hymn of the Republic written at the beginning of the Civil War, lived at 13 Chestnut during that period, one of her several residences in Boston. Howe was a noted reformer and early participant in the women‚Äôs club movement after the war. She was joined by a group of women, including Caroline Severance (1820-1914), in founding the New England Women‚Äôs Club in 1868, one of the first women‚Äôs clubs in the country. Howe was a leader in the woman suffrage movement and helped found the Woman‚Äôs Journal. Howe read papers at the meetings of the Radical Club, a club for women and men who were ‚Äúdaring thinkers‚Äù which often met at this site. In 1879, three years after her husband‚Äôs death, moved to 241 Beacon Street."			
248	Home of Amy Beach	-71.071977	42.353234		28	Commonwealth Ave	Boston	MA	2116			Building		Original Location					"Amy Beach (1867-1944) is one of America’s most noted composers. Her work, which has been revived in recent years, is enjoying a new popularity. She began her career as a concert pianist, but after her marriage to Dr. Henry Harris Beach, she turned her talents to composition. When her Mass in E flat major, which took three years to complete, was performed by the Handel and Haydn Society with the Boston Symphony Orchestra in February 1892, it was the first work by a woman to be performed by the Society. In the same year her aria for an alto soloist was the first work by a woman to be performed by the New York Symphony Orchestra. Her standing as a composer led her to be commissioned to write the Festival Jubilate for chorus and orchestra which was played at the dedication of the Woman’s Building during Chicago’s 1892 World’s Columbia Exposition. Beach’s Gaelic Symphony was performed by orchestras throughout the country. In 1900, she premiered her own piano concerto with the Boston Symphony and later performed it in Europe. In addition to her larger pieces, Beach composed choral works, piano pieces, and over 150 popular songs."	https://bwht.org/back-bay-east/#5		
435	Home of Bashka Paeff	-71.065539	42.3587472										Women's Heritage Trail						"Known as the ‚Äúsubway sculptress‚Äù because in her spare time during work as a toll collector at the Park Street subway station she created clay models for her studies at the Museum of Fine Arts, Bashka Paeff (1893-1973) was a Russian Jewish immigrant who lived with her family at 6 Pinckney Street. Her most controversial work, The Soldiers and Sailors Memorial, stands in John Paul Jones Park in Kittery, Maine. Although she made changes to soften the work at the request of the governor, she originally wanted to depict the horrors of war, saying ‚Äú‚Ä¶we should set up memorials that make us loathe war instead of admire it‚Äù. Other notable works include the Boy and Bird fountain in the Public Garden, a memorial honoring WWI Massachusetts chaplains in the Massachusetts State House and The Battle of Lexington for the town of Lexington. She received the Daniel Chester French award from the National Academy of Design as well as numerous other awards."			
413	Home of Estella Crosby	-71.0799885	42.3423854										Women's Heritage Trail						"Estella Crosby (1890‚Äì1978), beautician and community activist, formed the Boston unit of the Housewives League with Geneva Arrington and E. Alice Taylor. The organization was active from the 1930s to the 1960s with units in many major cities. Its goal was to overcome economic and educational barriers to African American advancement. Crosby also operated a dry goods store with her husband and was active in trade unions."			
416	Home of Gladys A. Moore Perdue	-71.081614	42.3421777										Women's Heritage Trail						"Before the New England Conservatory of Music awarded degrees, Gladys A. Moore Perdue (1898‚Äì1998) was the first African American woman to receive a diploma from the institution when she received a Diploma in Pianoforte in 1924. From 1925 to 1931, she taught music at Tuskegee Institute. After she returned to Boston, the Albanian Church in South Boston appointed her as its organist for thirty years. Among her many performances in the South End was music accompanist for the 464 Follies performed by the Women‚Äôs Service Club. For her one hundredth birthday, the Back Bay Stompers, a jazz sextet comprised of New England Conservatory students, entertained Gladys Perdue and other residents of Goddard House in Jamaica Plain."			
429	Home of Helen Morton	-71.0736955	42.3406838										Women's Heritage Trail						"The former home of Helen Morton (1898-1991) is now owned by the Salvation Army. Morton was a long-time South End activist, beginning with her service as a worker in the South End House in 1922 after she graduated from the Simmons College School of Social Work. In 1945, she helped with post war restoration in Europe. She returned in 1949 as associate head worker of the South End House and later as woman‚Äôs worker for nearby St. Stephen‚Äôs Church. Morton changed from a social worker to a political activist during the 1960s when she joined the effort to create Villa Victoria out of the city‚Äôs Parcel 19. She and Paula Oyola (see SE29) were the two women chosen to break the ceremonial ground for Villa Victoria."			
437	Home of Louisa May Alcott	-71.065962	42.3587655										Women's Heritage Trail						"Although author Louisa May Alcott (1832-88) is best known for her book, Little Women, describing her family life in Concord, Massachusetts, she had several Boston homes. The daughter of famed Transcendentalist Bronson Alcott, she lived here in rented rooms as a child.<br>As an adult, she often stayed with other reformist women in the ‚Äúsky parlor‚Äù of the Bellevue Hotel on Beacon Street, owned by Dr. Dio Lewis, principal of Boston‚Äôs Normal Institute for Physical Education, and near her publisher, Roberts Brothers. In the last decade of her life, Alcott purchased a home for her family at 10 Louisburg Square, but was too ill to enjoy it for herself. She died at the age of 55, probably of poison from the mercury used to treat the typhoid fever she contracted as a Civil War nurse."			
412	Home of Louise Chandler Moulton	-71.0783178	42.3416524										Women's Heritage Trail						"An author, critic, correspondent, and hostess to literary notables of her day, Louise Chandler Moulton (1835‚Äì1908) was perhaps best known as a person who encouraged new talent and introduced American readers to new poets and writers. Her influence extended over both Boston and London where annually for six months in each place she held weekly salons for writers over a period of three decades. Among the people with South End roots who attended her salon was the Irish American writer Louise Imogen Guiney (1861‚Äì1920). Chandler‚Äôs own writings included poems, travel and narrative sketches, children‚Äôs stories, and reviews frequently published in the journals and newspapers of her era. Like many other women of the time, Moulton was also interested in the practice of spiritualism."			
411	Home of Lucretia Crocker	-71.0785732	42.3419373										Women's Heritage Trail						"As the first woman supervisor in the Boston Public Schools, appointed in 1876, Lucretia Crocker (1829‚Äì86) pioneered the discovery method of teaching mathematics and the natural sciences during her decade-long tenure. Earlier, she joined Abby May (1829‚Äì86) and three other women in their successful drive to be the first women elected to the Boston School Committee. Previously, Crocker‚Äôs ten years of service to the Teachers‚Äô Committee of the Freedmen‚Äôs Aid Society included visits to schools in the South as well as selecting and training teachers and providing curriculum. She also taught at Antioch College under Horace Mann‚Äôs presidency to illustrate her belief in women‚Äôs right to higher education."			
447	Home of Margaret Deland	-71.067988	42.3579498										Women's Heritage Trail						"Margaret Deland (1857-1945) was a popular novelist at the turn of the twentieth century and a social reformer. Her twenty-five works of fiction were set both in historical and modern times and dealt with making ethical decisions in different settings. Although she considered herself a ‚Äúnew woman‚Äù determined to preserve her freedom of action, she did not support woman suffrage. Her charity was personal; she took young unwed mothers into her home until they could become self-supporting, believing that their love for their babies would provide an incentive."			
440	Home of Rebecca Lee Crumpler	-71.064936	42.3604999										Women's Heritage Trail						"Dr. Rebecca Lee Crumpler (1831-95) is considered to be the first African American woman doctor. She received a ‚ÄúDoctress of Medicine‚Äù in 1864 from the New England Female Medical College in Boston‚Äôs South End, later merged into the Boston University School of Medicine. Born in Delaware, Crumpler was raised in Pennsylvania by an aunt. She came to Charlestown, Massachusetts in 1852 where she worked as a nurse. After she received her degree, she practiced in post Civil War Virginia where she worked with the Freedman‚Äôs Bureau and other groups to provide medical care for freed slaves. She next moved back to Boston where she set up her medical practice on Joy Street. She focused on women and children and emphasized nutrition and preventive medicine. She pulled together her experiences and knowledge in A Book of Medical Discourses in Two Parts."			
444	Home of Susan Paul	-71.070055	42.358607										Women's Heritage Trail						"In the 1830s, Susan Paul (1809-41) taught at the Smith School on Joy Street, a segregated school for African American children funded jointly by the city and private donations. Paul was also an officer in the Boston Female Anti-Slavery Society founded by Maria Weston Chapman in 1832. She was the daughter of Thomas Paul, the founder of the African Baptist Church, and supported her mother after his death. Some of her letters were printed in William Lloyd Garrison‚Äôs Liberator. In 1834 she wrote to condemn the ‚Äúspirit which persecutes us on account of our color‚Äîthat cruel prejudice which deprives us of every privilege whereby we might elevate ourselves‚Äîand then condemns us because we are not more refined and intelligent.‚Äù"			
407	Home of Susie King Taylor	-71.0779928	42.3450314										Women's Heritage Trail						"The remarkable life of Susie King Taylor (1848‚Äì1912) is honored by a marker at this site. Born a slave, she was freed with her family when they escaped to the Union Army during the Civil War. She served as a teacher and a nurse with the army while still in her teens. After the war, she opened a school for African American children in Savannah, Georgia. After the death of her husband, she came north as a cook and settled in Boston before remarrying. In 1886, she helped organize Corps 67 of the Women‚Äôs Relief Corps, an auxiliary to the GAR that served veterans, and became its president in 1893. In her book A Black Woman‚Äôs Civil War Memoirs, Reminiscences of My Life in Camp published in 1902 in Boston, she protested the current treatment of African Americans in the United States."			
408	Horticultural Hall	-71.085069	42.34319		247	Huntington Avenue	Fenway	MA				Building										
319	Hotel Vendome Fire Memorial	-71.077792	42.351899			Commonwealth Ave	Boston	MA	2116		1997	Statue		Original Location								
320	Hutchinson building	-71.059832	42.357002		32-54	Province Street	Boston	MA				Building										
321	Industrial School for Girls	-71.063485	42.29361		232	Centre Street	Dorchester	MA				Building										
41	International Trust Company Building	-71.057871	42.356354		45	Milk Street	Boston	MA		4/25/78		Building								http://bit.ly/1jYQY0u		
398	Irish Famine Memorial and Annie Sullivan	-71.058598	42.3573573										Women's Heritage Trail						"The Irish Famine Memorial was dedicated in 1998 to commemorate the 150th anniversary of the Irish potato famine. It honors the arrival of Irish immigrants to Boston and their contributions to the city. Created by sculptor Robert Shure, the sculptures depict a starving family in Ireland begging for help, and one arriving in America. Among the Irish women honored by the Boston Women's Heritage Trail is Annie Sullivan Macy (1866-1936), known as the gifted teacher of Helen Keller (1880-1968). Born to poor Irish immigrants to Massachusetts, Sullivan progressively became blind. After the death of her mother and her father's abandonment, she entered an orphanage. In 1880, a supervisor placed her in the Perkins School for the Blind in South Boston. Two operations improved her eyesight enough so she could read, and Sullivan graduated as valedictorian of her class. She became the teacher of Helen Keller, who came from an advantaged family but could not hear, see, or speak. Sullivan devoted her life to Keller, who became a national celebrity, and saw Keller through her education and early career."			
399	Isabella Stewart Gardner Museum	-71.099103	42.338731		280	280 The Fenway	Fenway	MA		4/23/13		Building								http://bit.ly/1hUHYsG		
72	Jacob Wirth's Restaurant	-71.063814	42.35118		31-39	Stuart Street	Boston	MA		11/30/77		Building								http://bit.ly/1hoEorO		
40	James Blake House	-71.059997	42.319605		210	East Cottage Street	Dorchester	MA		4/25/78		Building								http://bit.ly/1hxPmFI		
16	James Blake House Exterior & Interior (parcel 2942)	-71.060053	42.319918	Dorchester Historical Society	210	East Cottage Street	Dorchester	MA	2125		1661	Building	Community	Relocated						http://www.dorchesterhistoricalsociety.org/2012/index.php?option=com_content&view=article&id=8&Itemid=134		
17	James Collins Mansion	-71.026844	42.336062		928	928 East Broadway	South Boston	MA		7/9/14		Building								http://bit.ly/1qkuoj0		
323	James J. and Helen Storrow Memorial	-71.079229	42.355005			Charles River Esplanade	Boston	MA	2116		1948	Plaque/Historic Marker		Original Location								
324	Jeweler's Building	-71.059677	42.356338		371-379	Washington Street	Boston	MA				Building										
241	John D. O’Bryant School of Mathematics and Science	-71.088388	42.330825		55	Malcom X Blvd	Roxbury	MA	2120		1944	Building		Original Location					"John D. O’Bryant (1931 - 1992) was born and raised in Boston. In 1977, amidst the struggle to desegregate Boston Public Schools, O’Bryant became the first African American elected to the Boston School Committee in the 20th Century. The John D. O’Bryant School of Mathematics and Science has carried its namesake’s commitment to public education into the twenty first century from its roots as Boston’s Mechanic Arts High School (est. 1893). From 1944, when the school changed its name to Boston Technical High School through its collaboration with Mario Umana Technical High School in 1989, John D. O’Bryant has educated generations of young people across Roxbury."	https://africanamericantrailproject.tufts.edu/20th-century-sites		
242	Joseph H. Barnes School	-71.036583	42.37686		127	Marion Street	East Boston	MA				Building										
448	"Josephine St. Pierre Ruffin, Florida Ruffin Ridley, and The Woman's Era Club"	-71.070487	42.3590953										Women's Heritage Trail						"Josephine St. Pierre Ruffin (1842-1924), African American editor and publisher of The Woman‚Äôs Era, the journal of the New Era Club, lived here for two decades. She founded the club for African American women in 1894. A year later, she organized a national conference to form the National Federation of Afro-American Women to show the existence of a ‚Äúlarge and growing class‚Äù of cultured African American women. They met at the Charles Street A.M.E. Church (now Charles Street Meeting House) and merged with the Colored Women‚Äôs League to form the National Association of Colored Women in 1896. Ruffin served as the first vice president. Although it was accepted by the Massachusetts State Federation of Womens‚Äô Clubs, the New Era Club was refused membership in the national federation in 1900 for fear of offending Southern members.<br>Florida Ruffin Ridley (1861-1943), Ruffin‚Äôs daughter, became the second African American teacher in the Boston Public Schools. She was active with her mother in the New Era Club as well as in the League of Women for Community Service. She also became a member of several predominantly white clubs, including the Twentieth Century Club and the Women‚Äôs City Club of Boston. In addition to her work as a club woman and civil rights activist, Ridley was an essayist and journalist, focusing much of her writing on race relations in New England. In the 1920s, her interest in history led her to found the Society of the Descendants of Early New England Negroes. Through this work, she hoped to connect an understanding of history with contemporary work for social justice. African Americans and whites have always been involved, she wrote, ‚Äúin the eternal war for justice and liberty which the state has waged.‚Äù Then, as in her own time, she believed both races deserved an equal place in society."			
54	Keith Memorial Theater/Opera House	-71.062236	42.353976		537-39	Washington St.	Theater	MA	2111	5/4/99		Building								http://bit.ly/1kGuxvp		
26	Kneeling Soldier Civil War Memorial ***	-71.069719	42.274539	Dorchester Historical Society	1076	Washington Street	Dorchester	MA	2124	2004		Plaque/Historic Marker	Community	Relocated						https://www.dotnews.com/2004/civil-war-memorial-be-re-dedicated-sunday		
334	Larry Bird Plaque	-71.054775	42.360464									Statue		Original Location								
426	Lebanese-Syrian Ladies Aid Society	-71.0816468	42.3453146										Women's Heritage Trail						"When the Arab American community moved from South Cove to the South End, the women also moved the headquarters of the Lebanese-Syrian Ladies‚Äô Aid Society to 44 West Newton Street (see C9). Although the society continued its mission of providing aid and scholarships to the Arab American community, its mix of ages created an extended family. According to its historian, Evelyn Shakir, it served as a ‚Äúbenevolent matriarchy‚Äù for the young women who worked in the shops or attended nearby Girls‚Äô High School.<br>Among the Arab American women who were the first to teach in the Boston Public Schools were art teacher Labeebee Hanna Saquet (1904‚Äì97) and media specialist Evelyn Abdalah Menconi (1919‚Äì2003). Both woman served as bridges between Arab Americans and the general public, beginning in 1930 when Saquet directed Arabian Nights, a Boston Syrian Tercentenary celebration presented at Symphony Hall. Menconi worked with Shakir on the Arabic Hour television program and was the curator of the William A. Abdalah Memorial Library at St. George Orthodox Church in West Roxbury, which offers a Memorial Cultural Series in her name. She wrote Eastern Mediterranean Cooking, and was co-editor of an issue of Cobblestone on Arab Americans."			
14	Lemuel Clap House	-71.060722	42.323219	Dorchester Historical Society	199	Boston St	Dorchestor	MA	2125	"probably17th C, rebuilt 1760s"		Building	Community	Relocated						http://www.dorchesterhistoricalsociety.org/2012/index.php?option=com_content&view=article&id=10&Itemid=136		
88	Lewis Dawson Farm House	-71.124123	42.303352		1090	Centre Street	Jamaica Plain	MA				Building										
67	Liberty Tree Block	-71.062843	42.352156		628-36	Washington St.	Boston	MA		4/9/85		Building								http://bit.ly/1qkJlBG		
68	Lincoln Building	-71.057809	42.352221		60-70	Lincoln Street	Boston	MA				Building										
208	Long Wharf Dock & Custom House Block	-71.048794	42.360185			Long Wharf Dock & Custom House Block	Boston	MA	2110	1715				Original Location						https://africanamericantrailproject.tufts.edu/18th-century-sites		
68	Loring-Greenough House	-71.114975	42.309609		12	South Street	Jamaica Plain	MA		4/27/99		Building								http://bit.ly/1ipzo1u		
422	Louisa May Alcott School and Alcott residences	-71.0774498	42.3378332										Women's Heritage Trail						"The presence of author Louisa May Alcott (1832-88) in the South End covers many areas and activities. The Louisa May Alcott School was on this site from 1910 until it closed in 1961. A settlement house named the Louisa May Alcott Club, located on 15 Oswego Street north of East Berkeley Street, offered activities to Italian and Jewish immigrants.<br>In addition, Louisa May Alcott herself lived off and on in the South End, both with her family and as an independent woman. As early as 1835, they lived in three locations in the South End, including rooms on Harrison Avenue and Beach Street, before moving to Concord in 1840. By 1848 the family was back, living in a small house on Dedham Street. For a brief time, Louisa assisted her sister Anna B. Alcott (1831-93) who operated a school on Canton Street. In later life, Louisa often spent summers with the family in Concord and winters in Boston; for example, in the winter of 1873 she brought her family to 26 East Brookline Street overlooking Franklin Square. The South End and Concord came together when Louisa rented a quiet room on West Brookline Street for several months in 1868 where she wrote the sequel to Little Women."			
23	Lower Mills World War II Monument	-71.067637	42.274101	Dorchester Historical Society			Dorchester	MA		1945		Object	Community	Original Location						http://www.dorchesterhistoricalsociety.org/2012/index.php?option=com_content&view=article&id=17&Itemid=143		
25	Malcolm X – Ella Little-Collins House Exterior only (Parcel 1734)	-71.085994	42.321571	Rodnell Collins	72	Dale St	Roxbury	MA	2119		1874	Building		Original Location						https://www.boston.gov/departments/archaeology/malcolm-x-house		
21	Maloney Circle	-71.058331	42.326857	Dorchester Historical Society	82	Boston St	Dorchester	MA	2125	1950		Plaque/Historic Marker	Community	Original Location						http://www.dorchesterhistoricalsociety.org/2012/index.php?option=com_content&view=article&id=17&Itemid=143		
219	Maria Baldwin House	-71.100176	42.370129		196	Prospect St	Cambridge	MA	2139			Building							"Maria Baldwin (1856 -1922) was born to Haitian immigrants in Cambridge, and became the first black woman in America appointed principal of a predominantly white public school when she headed the Agassiz School in 1889. During the 1890s, black Harvard students, including W.E.B. Du Bois, spent time in Baldwin’s personal library, which included works by writers of African descent from around the world. Baldwin helped her friend, the feminist Josephine St. Pierre Ruffin (1842 - 1924) found the National Federation of Afro-American Women in 1895, and co-founded Boston’s League of Women for Community Service in 1919. The Agassiz School was renamed the Maria Baldwin School in 2004."	https://africanamericantrailproject.tufts.edu/19th-century-sites		
230	Marsh Chapel and Howard Thurman	-71.106401	42.350563		735	Commonwealth Ave	Boston	MA	2215			Building		Original Location					"In 1953, Florida native Howard Washington Thurman (1899 - 1981) became Dean of Boston University’s Marsh Chapel; he served in this position until 1965. As the first African-American theologian appointed dean of a predominantly white institution, Thurman introduced non-violent theology to the Boston University community, including doctoral candidate Martin Luther King Jr. As a mentor to Dr. King and a committed civil rights activist in his own right, Thurman studied Quaker, Hindu, and Christian theology, and published over twenty books on philosophy and Christian theology, including the popular Jesus and the Disinherited."	https://africanamericantrailproject.tufts.edu/20th-century-sites		
417	"Mary Baker Eddy, Massachusetts Metaphysical College"	-71.0816789	42.3409589										Women's Heritage Trail						"For seven years between 1882 and 1889, Mary Baker Eddy (1821-1910), founder of the Church of Christ Scientist (Christian Science Church), operated the Massachusetts Metaphysical College at this site. More than 4,000 students attended her classes during this period. Eddy also conducted church services in the building. A few years before moving here, the Christian Science Association had voted to organize as a church and ordained her as its pastor. Despite the death of her husband in 1882, she continued to move ahead. Here she published the first issue of the Journal of Christian Science and her sixth edition of Science and Health, which she would continue to revise throughout her life. The religion she founded grew rapidly and in 1895, the ‚ÄúMother Church‚Äù was installed in its first building on Huntington Avenue. The domed building followed in 1906."			
28	Mary Dyer	-71.0627	42.358163		151	Bowdoin St	Boston	MA	2108	1959		Statue		Original Location						https://boston.curbed.com/maps/boston-statues-of-women		
431	Mary Dyer and Anne Hutchinson Sculpture	-71.062878	42.358014										Women's Heritage Trail						"Two of Boston‚Äôs earliest dissenters were Mary Dyer (d. 1660) and Anne Hutchinson (1591-1643). Mary Dyer, a Quaker, witnessed on the Boston Common two times before she was hung for heresy. Anne Hutchinson was banished from Boston after she accused the Puritan oligarchy of preaching that ‚Äúgood works‚Äù would bring God‚Äôs grace. As a pledge of their friendship and shared belief in the role of religious dissenters, Mary Dyer walked beside Hutchinson after she was excommunicated from the Puritan church."			
380	Mary Dyer Sculpture	-71.062878	42.358014									Statue	Women's Heritage Trail						"Mary Dyer (d. 1660) was a Quaker whose doctrine of Inner Light was similar to Hutchinson's salvation by grace received directly from God. At the time, practice of the Quaker religion was not allowed in Massachusetts. She witnessed for religious freedom in Boston three times. Twice she was banished, but the third time she was hanged. Dyer was a friend of Anne Hutchinson and walked out of church beside her following Hutchinson's excommunication. This statue, erected in 1959 from a descendant's bequest, was sculpted by Sylvia Shaw Judson."			
381	Massachusetts College of Art	-71.099578	42.336425		364	Brookline Avenue	Fenway	MA				Building										
340	Massachusetts Fallen Firefighters Memorial	-71.060277	42.360036									Statue		Original Location								
341	Massachusetts Historical Society	-71.090024	42.346571		1154	1154 Boylston St	Fenway	MA		4/26/16		Building										
213	Massachusetts Historical Society	-71.090024	42.346571		1154	Boylston St	Boston	MA	2215		1791	Building		Original Location					"The Historical Society was founded in 1791 by ten Bostonians. Today, the Massachusetts Historical Society is the oldest organization in the United States devoted to collecting materials for the study of American history. The Society’s vast collections include materials relating to slavery, abolition, and the Civil War, including the poems and letters of Boston’s Phillis Wheatley, the enslaved poet who wrote the first published book of poetry by an African American writer."	https://africanamericantrailproject.tufts.edu/18th-century-sites		
341	Massachusetts Korean War Memorial	-71.059542	42.431236									Statue		Original Location								
342	Massachusetts Law Enforcement Memorial	-71.0625	42.358379									Statue		Original Location					"The Massachusetts Law Enforcement Memorial Foundation (MLEMF) is a charitable, non-profit, 501(c)(3) corporation founded in 1995 for the express purpose of building and maintaining a permanent memorial to the memory of law enforcement officers who have been killed in the line of duty in Massachusetts.Source:https://mlemf.org/"			
246	Massachusetts State House and Election of Governor Deval Patrick	-71.063878	42.358722		24	Beacon St	Boston	MA	2133			Building		Original Location					"In 2006, Deval Patrick (b. 1956) was elected Governor of Massachusetts. As the first African American elected to the governorship of the Commonwealth, and one of the only popularly elected black governors since Reconstruction, Patrick was born in Chicago, attended Massachusetts’ Milton Academy, Harvard College, and Harvard Law School, and served as U.S. Assistant Attorney General for the Civil Rights Division under President Bill Clinton (1994 - 1997). As Governor, Patrick oversaw the implementation of Massachusetts’ healthcare reform legislation when the State became the first in the country to mandate universal healthcare for its citizens. This law became the basis for the Federal Affordable Care Act signed by President Barack Obama in 2010."	https://africanamericantrailproject.tufts.edu/21st-century-sites		
344	Mayor Kevin White Statue	-71.05688	42.360086						2109			Statue										
51	McCormack Federal Building	-71.056784	42.357122		5	Post Office Square	Boston	MA		3/20/98		Building										
232	Mel King Institute for Community Building	-71.058737	42.358248		15	Court Sq	Boston	MA	2201			Building		Original Location					"Established in 2009 to foster collaboration among community development professionals, the Mel King Institute reflects the decades’ long community advocacy of its namesake, Melvin H. King (b. 1928). The son of a Guyanese father and Bajan mother, King was born in Boston’s South End, graduated from Claflin College, and received his master’s degree in education from Boston State College. In addition to his work with at-risk youth at Lincoln House in the 1950s and his mobilization of Tent City in 1968, King was a representative in the Massachusetts State Legislature from 1973-1982 and ran for Mayor of Boston in 1983. Currently, the Mel King Institute works with King’s South End Technology Center, which King founded to improve community access to technology."	https://africanamericantrailproject.tufts.edu/20th-century-sites		
3	Memorial for Confederate Soldiers	-70.928611	42.319972	"Department of Conservation and Recreation, United Daughters of the Confederacy"		Georges Island	Boston	MA		1963		Plaque/Historic Marker	Local	Removed						https://www.wbur.org/artery/2017/10/03/bostons-confederate-memorial-will-move		
414	Mildred Davenport's Silver Box Studio	-71.0798313	42.3418644										Women's Heritage Trail						"Mildred Davenport (1900‚Äì90) housed her dance studio at this address. Born in Roxbury, Davenport became a trailblazing dancer and renowned dance instructor. A graduate of Boston University‚Äôs Sargent College, she taught physical education at Tuskegee Institute (later University) in Alabama from 1921 to 1932. Later she entered show business. In 1938 she danced her interpretation of African American spirituals with the Boston Pops. She appeared on Broadway with such revues as Blackbirds and Flying Colors and danced with white performers including Imogene Coca and Clifton Webb, virtually unprecedented for an African American dancer in that period. For more than five years she toured in the Chocolate Revue in New York, Baltimore, and Washington, D. C. When she put her dancing career behind her, she served as an officer in the Women‚Äôs Army Corps during World War II. From 1947 to 1968, she worked for the Massachusetts Commission against Discrimination. She also founded the 464 Community Workshop, a fund raising auxiliary of the Women‚Äôs Service Club."			
84	Mission Church Complex	-71.098786	42.333857			Mission Hill	Mission Hill	MA		8/10/04		Building								http://bit.ly/1lGieAK		
53	Modern Theatre	-71.062277	42.354201		523-525	Washington Street	Boston	MA	2111	6/25/02		Building								http://bit.ly/1g3R9TB		
